agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
grant-transit-authority,Grant Transit Authority,C,79.1,2026-07-10,current,265,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
grays-harbor-transit,Grays Harbor Transit,A,95.0,2026-07-10,current,112,no,,Review the rule documentation for 'equal_shape_distance_same_coordinates' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
guemes-island-ferry,Guemes Island Ferry,C,74.7,2026-07-10,current,313,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
intercity-transit,Intercity Transit,B,83.5,2026-07-10,current,64,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
intercity-transit-2289,Intercity Transit,C,75.5,2026-07-10,current,295,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
island-transit,Island Transit,C,74.7,2026-07-10,current,83,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
jefferson-transit-authority,Jefferson Transit Authority,A,98.0,2026-07-10,current,327,no,,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE').",
kitsap-transit,Kitsap Transit,C,71.5,2026-07-10,current,64,no,,Check the trip updates endpoint with your AVL vendor; it should return a fresh GTFS-Realtime protobuf on every request.,
lewiston-transit-system-and-asotin-county-public-transportation-benefit-area-ptba,Lewiston Transit System and Asotin County Public Transportation Benefit Area (PTBA),C,78.7,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
link-transit,Link Transit,C,76.0,2026-07-10,current,178,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
makah-public-transit-2196,Makah Public Transit,B,80.2,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
mount-adams-transportation-service,Mount Adams Transportation Service,B,82.5,2026-07-10,current,175,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
muckleshoot-tribal-transit,Muckleshoot Tribal Transit,C,78.8,2026-07-10,current,83,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
pacific-transit,Pacific Transit,B,83.7,2026-07-10,current,206,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
pacific-transit-3112,Pacific Transit,B,82.1,2026-07-10,current,206,no,,"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",ready
pahto-public-passage,Pahto Public Passage,C,79.3,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
paratransit-services,Paratransit Services,C,75.5,2026-07-10,current,144,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
people-for-people-community-connector,People for People (Community Connector),B,83.6,2026-07-10,current,173,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
puget-sound-educational-service-district,Puget Sound Educational Service District,C,75.5,2026-07-10,current,295,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
rivercities-transit-rct,RiverCities Transit (RCT),B,80.3,2026-07-10,current,143,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
skamania-county-transit,Skamania County Transit,B,80.2,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
snoqualmie-valley-transportation,Snoqualmie Valley Transportation,B,81.7,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
spokane-transit-authority-sta,Spokane Transit Authority (STA),B,82.4,2026-07-10,current,71,no,,"Use mixed case for stop names and headsigns (e.g. 'Main St & 2nd Ave', not 'MAIN ST & 2ND AVE').",ready
squaxin-island-transit-2197,Squaxin Island Transit,B,83.1,2026-07-10,current,83,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
the-moccasin-express,The Moccasin Express,B,82.2,2026-07-10,current,114,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
union-gap,Union Gap,B,83.1,2026-07-10,current,265,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
wahkiakum-ferry-2193,Wahkiakum Ferry,B,83.1,2026-07-10,current,144,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
washington-state-department-of-transportation-wsdot-apple-line,Washington State Department of Transportation (WSDOT Apple Line),C,70.1,2026-07-10,current,174,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
whatcom-transportation-authority,Whatcom Transportation Authority,A,94.2,2026-07-10,current,71,no,,Review the flagged fields and fill in the ones your riders would use.,
yakima-transit,Yakima Transit,F,28.4,2026-07-10,current,3461,no,,Review the rule documentation for 'stop_time_with_arrival_before_previous_departure_time' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,
