agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
university-of-iowa-cambus-cambus,University of Iowa - CAMBUS (CAMBUS),C,73.9,2026-07-09,current,43,yes,Service data expires in 43 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
university-of-iowa-cambus-cambus-197,University of Iowa - CAMBUS (CAMBUS),C,73.9,2026-07-09,current,43,yes,Service data expires in 43 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
iowa-city-transit-system,Iowa City Transit System,C,75.3,2026-07-09,current,53,yes,Service data expires in 53 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
iowa-city-transit-system-559,Iowa City Transit System,C,75.3,2026-07-09,current,53,yes,Service data expires in 53 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
the-jule-2083,The Jule,C,76.0,2026-07-09,current,448,yes,Service window shortened unexpectedly on 2026-07-01,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
10-15-transit,10-15 Transit,C,76.9,2026-07-09,current,54,yes,Service data expires in 54 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
10-15-transit-195,10-15 Transit,C,76.9,2026-07-09,current,54,yes,Service data expires in 54 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
clinton-municipal-transit-administration-clinton-mta,Clinton Municipal Transit Administration (Clinton MTA),C,79.9,2026-07-09,current,53,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
clinton-municipal-transit-administration-clinton-mta-202,Clinton Municipal Transit Administration (Clinton MTA),C,79.9,2026-07-09,current,53,yes,Grade slipped from B to C,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
cyride,CyRide,B,80.2,2026-07-09,current,38,yes,Service data expires in 38 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
coralville-transit,Coralville Transit,B,82.8,2026-07-09,current,174,yes,Score changed sharply on 2026-06-25,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
cedar-rapids-transit,Cedar Rapids Transit,B,88.2,2026-07-09,current,53,yes,Service data expires in 53 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
cedar-rapids-transit-198,Cedar Rapids Transit,B,88.2,2026-07-09,current,53,yes,Service data expires in 53 day(s),"Set wheelchair_accessible on every trip (most small-agency fleets are 100% accessible, so this is often a single default).",
burlington-urban-service,Burlington Urban Service,C,75.2,2026-07-09,current,83,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
burlington-urban-service-199,Burlington Urban Service,C,75.2,2026-07-09,current,83,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
coralville-transit-196,Coralville Transit,B,81.1,2026-07-09,current,174,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
metropolitan-transit-authority-of-black-hawk-county-2414,Metropolitan Transit Authority of Black Hawk County,B,81.5,2026-07-09,current,176,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
sioux-city-transit-system,Sioux City Transit System,B,82.6,2026-07-09,current,176,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
sioux-city-transit-system-191,Sioux City Transit System,B,82.6,2026-07-09,current,176,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
bettendorf-transit,Bettendorf Transit,B,84.9,2026-07-09,current,84,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
corridorrides,CorridorRides,B,86.7,2026-07-09,current,145,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
corridorrides-316,CorridorRides,B,86.7,2026-07-09,current,145,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,
