agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
metropolitan-transit-authority-mta,Long Island Rail Road,C,72.9,2026-08-07,current,31,yes,Service data expires in 31 day(s),"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
metropolitan-transit-authority-mta-513,Manhattan Bus,F,59.7,2026-08-07,expiring_soon,29,yes,Grade slipped from D to F,Re-export with a validity window that reaches at least 60 days out.,ready
middletown-area-transit-2324,Middletown Area Transit,F,55.0,2026-08-07,stale,-935,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
nassau-inter-county-express-nice-bus,Nassau Inter-County Express (NICE Bus),F,56.8,2026-08-07,current,36,yes,Service data expires in 36 day(s),Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
new-york-trailways,New York Trailways,F,14.6,2026-08-07,stale,-1680,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
newburgh-beacon-shuttle-leprechaun-lines,Newburgh Beacon Shuttle (Leprechaun Lines),F,40.1,2026-08-07,lapsed,-219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
niagara-frontier-transportation-authority-nfta,Niagara Frontier Transportation Authority (NFTA),F,29.7,2026-08-07,stale,-783,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
ny-waterway,NY Waterway,F,33.0,2026-08-07,stale,-950,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",at_risk
metropolitan-transit-authority-mta-510,NYC Bus Company,D,67.9,2026-08-07,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
metropolitan-transit-authority-mta-516,NYC Subway,C,73.1,2026-08-07,current,31,yes,Service data expires in 31 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
metropolitan-transit-authority-mta-511,NYC Subway Supplemented,D,62.3,2026-08-07,current,31,yes,Service data expires in 31 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,at_risk
otsego-express-public-transportation,Otsego Express Public Transportation,F,40.6,2026-08-07,lapsed,-68,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
metropolitan-transit-authority-mta-520,Queens Bus,F,58.8,2026-08-07,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
regional-transit-service,Regional Transit Service,F,37.6,2026-08-07,stale,-1954,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
regional-transit-service-seneca-rts-seneca,Regional Transit Service Seneca (RTS Seneca),F,38.8,2026-08-07,stale,-5881,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
rochester-genesee-regional-transportation-authority-rgrta,Rochester-Genesee Regional Transportation Authority (RGRTA),D,61.7,2026-08-07,expiring_soon,30,yes,Service data expires in 30 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
schuyler-county-transit,Schuyler County Transit,F,45.9,2026-08-07,stale,-950,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
st-lawrence-county-public-transit,St Lawrence County Public Transit,F,40.4,2026-08-07,lapsed,-99,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
st-lawrence-county-public-transit-2611,St Lawrence County Public Transit,F,53.3,2026-08-07,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
metropolitan-transit-authority-mta-514,Staten Island Bus,F,58.5,2026-08-07,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
steuben-area-rides,Steuben Area Rides,F,18.2,2026-08-07,stale,-2045,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
steuben-county-transit,Steuben County Transit,F,26.5,2026-08-07,lapsed,-219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
suffolk-county-transit,Suffolk County Transit,F,32.5,2026-08-07,lapsed,-219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
tompkins-consolidated-area-transit-inc,Tompkins Consolidated Area Transit Inc,D,65.9,2026-08-07,expiring_soon,8,yes,Service data expires in 8 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
transit-orange-newburgh-local-transit,Transit Orange / Newburgh Local Transit,F,55.3,2026-08-07,stale,-935,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
village-of-cooperstown-trolly-system,Village of Cooperstown Trolly System,F,44.7,2026-08-07,stale,-1794,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
watertown-citibus,Watertown Citibus,F,47.3,2026-08-07,lapsed,-219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
watertown-citibus-2881,Watertown Citibus,D,61.5,2026-08-07,expiring_soon,29,yes,Service data expires in 29 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
westchester-county-bee-line-system-wcdot-2353,Westchester County Bee-Line System (WCDOT),F,30.4,2026-08-07,lapsed,-341,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
yates-transit-service,Yates Transit Service,F,35.3,2026-08-07,lapsed,-219,yes,Service data has expired,"Re-export the feed with a calendar that reaches further out, and set feed_info feed_end_date past your next service change.",ready
adirondack-trailways-adp,Adirondack Trailways ADP,F,45.1,2026-08-07,current,1607,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
adirondack-trailways-nyp,Adirondack Trailways NYP,F,42.5,2026-08-07,current,1607,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
birnie-bus,Birnie Bus,F,58.8,2026-08-07,current,189,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
boston-harbor-islands-ferry,Boston Harbor Islands Ferry,A,98.2,2026-08-07,current,66,no,,Remove past service periods the next time you export the feed.,ready
broome-county-transit-b-c-transit-2079,Broome County Transit (B.C. Transit),B,84.3,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,at_risk
chautauqua-area-regional-transit-system-carts,Chautauqua Area Regional Transit System (CARTS),F,54.2,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
chenango-first-transit,Chenango First Transit,D,61.2,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
city-of-long-beach-transportation,City of Long Beach Transportation,D,64.2,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
clarkstown-minitrans,Clarkstown MiniTrans,D,63.1,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
columbia-county-public-transportation-3116,Columbia County Public Transportation,C,77.7,2026-08-07,current,1242,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
downtown-alliance,Downtown Alliance,A,92.2,2026-08-07,current,85,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
dutchess-county,Dutchess County,D,63.3,2026-08-07,current,9185,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
gloversville-transit-system,Gloversville Transit System,F,56.3,2026-08-07,current,146,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
greene-county-transit,Greene County Transit,F,54.8,2026-08-07,current,147,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
huntington-area-rapid-transit-hart,Huntington Area Rapid Transit (HART),C,73.8,2026-08-07,current,148,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
leprechaun-lines,Leprechaun Lines,C,70.2,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
lewis-county-public-transportation,Lewis County Public Transportation,F,48.4,2026-08-07,current,328,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
rochester-transit-service,Livingston County,C,76.3,2026-08-07,current,1278,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
madison-county-transit,Madison County Transit,D,63.1,2026-08-07,current,189,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
metro-north-railroad,Metro-North Railroad,C,76.1,2026-08-07,current,107,no,,"Check with your AVL vendor that every vehicle assignment flows into TripUpdates, including school-day and tripper runs.",ready
mta,Metro-North Railroad,B,80.4,2026-08-07,current,107,no,,"Add fare_attributes.txt (or Fares v2 files) with your fare structure. If your service is fare-free, ask to have it marked fare-free instead.",ready
north-country-express-transit,North Country Express Transit,D,61.6,2026-08-07,current,127,no,,Review the rule documentation for 'trip_distance_exceeds_shape_distance' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
ny-waterway-3192,NY Waterway,C,78.9,2026-08-07,current,511,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every terminal. A field survey can start with the busiest terminals.,ready
nyc-ferry,NYC Ferry,B,88.7,2026-08-07,current,511,no,,"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
olean-area-transit-system,Olean Area Transit System,D,62.3,2026-08-07,current,238,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
part-putnam-area-rapid-transit,PART Putnam Area Rapid Transit,D,65.2,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
rensselaer-county-yankee-trails,Rensselaer County (Yankee Trails),C,74.1,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
roosevelt-island-operating-corporation-tramway-rioc-tramway,Roosevelt Island Operating Corporation Tramway (RIOC Tramway),A,92.9,2026-08-07,current,146,no,,Review the rule documentation for 'equal_shape_distance_diff_coordinates_distance_below_threshold' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
staten-island-ferry,Staten Island Ferry,C,73.1,2026-08-07,current,528,no,,Review the rule documentation for 'missing_required_file' at https://gtfs-validator.mobilitydata.org/rules.html and check the flagged rows in your feed.,ready
suffolk-county-transit-3115,Suffolk County Transit,F,58.1,2026-08-07,current,26809,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
sullivan-county-transit,Sullivan County Transit,F,51.7,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
ulster-county-area-transit,Ulster County Area Transit,F,57.7,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
westchester-county-bee-line-system-wcdot,Westchester County Bee-Line System (WCDOT),D,66.0,2026-08-07,current,73,no,,"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
