agency_id,agency_name,grade,score,checked,expiry_status,days_until_expiry,needs_attention,attention_reason,top_fix,shapes_txt_status
plymouth-brockton-street-railway-co,Plymouth & Brockton Street Railway Co,B,86.2,2026-08-07,current,55,yes,Service data expires in 55 day(s),"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
southeastern-regional-transit-authority-srta,Southeastern Regional Transit Authority (SRTA),C,70.5,2026-08-07,expiring_soon,22,yes,Service data expires in 22 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
worcester-regional-transit-authority-wrta,Worcester Regional Transit Authority (WRTA),F,44.7,2026-08-07,expiring_soon,4,yes,Service data expires in 4 day(s),Re-export with a validity window that reaches at least 60 days out.,ready
yankee-line,Yankee Line,B,85.4,2026-08-07,current,55,yes,Service data expires in 55 day(s),Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
bay-state-cruise-company,Bay State Cruise Company,B,80.2,2026-08-07,current,100,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every terminal. A field survey can start with the busiest terminals.,ready
blue-apple-bus-company,Blue Apple Bus Company,C,77.9,2026-08-07,current,146,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
boston-harbor-islands-ferries-2073,Boston Harbor Islands Ferries,A,95.3,2026-08-07,current,67,no,,"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
cuttyhunk-ferry-company,Cuttyhunk Ferry Company,B,83.1,2026-08-07,current,115,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every terminal. A field survey can start with the busiest terminals.,ready
hy-line-cruises,Hy-Line Cruises,B,81.2,2026-08-07,current,86,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every terminal. A field survey can start with the busiest terminals.,ready
lowell-regional-transit-authority-lrta,Lowell Regional Transit Authority (LRTA),C,78.4,2026-08-07,current,177,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
massachusetts-area-express-max,Massachusetts Area Express (MAX),F,31.3,2026-07-30,unknown,,no,,Add feed_start_date and feed_end_date to feed_info.txt and include calendar end dates in your export.,not_ready
merrimack-valley-regional-transit-authority-mvrta,Merrimack Valley Regional Transit Authority (MVRTA),C,75.7,2026-08-07,current,147,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
metrowest-regional-transit-authority-mwrta,MetroWest Regional Transit Authority (MWRTA),C,71.5,2026-08-07,current,82,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
middlesex-3-tma,Middlesex 3 TMA,B,81.9,2026-08-07,current,116,no,,Set wheelchair_boarding to 1 (accessible) or 2 (not accessible) for every stop. A field survey can start with the busiest stops.,ready
seastreak-ferry,Seastreak Ferry,C,73.5,2026-08-07,current,1322,no,,"Set wheelchair_accessible on every trip. If every vehicle is accessible, this may be one default; otherwise use the value for each trip.",ready
